0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,1.3291
1.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,0.3291,0.3291,0.3291,0.3291,-0.6709,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,-0.6709,-0.6709,-0.6709,0.3291,0.3291,0.3291
0.3291,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,-0.6709,-0.6709,-0.6709,-0.6709,0.3291,0.3291,0.3291
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,-0.6709,-0.6709,-0.6709,0.3291,0.3291,0.3291,0.3291,0.3291
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,-0.6709,-0.6709,-0.6709,0.3291,0.3291,0.3291,0.3291,0.3291,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,0.3291,0.3291,0.3291,-0.6709
-0.6709,-0.6709,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
-0.6709,-0.6709,-0.6709,-0.6709,0.3291,0.3291,0.3291,0.3291,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,0.3291,0.3291,0.3291,0.3291
0.3291,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,0.3291,0.3291,0.3291,0.3291,-0.6709,-0.6709,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291
0.3291,0.3291,0.3291,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,0.3291,0.3291,0.3291,0.3291,0.3291,0.3291,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,0.3291,0.3291
0.3291,0.3291,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709
-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,-0.6709,0.3291,0.3291,0.3291,0.3291
