0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,-0.6748,-0.6748
-0.6748,-0.6748,-0.6748,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,-0.6748,-0.6748,-0.6748,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,-0.6748,-0.6748,-0.6748
-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,-0.6748,-0.6748,-0.6748
-0.6748,-0.6748,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,-0.6748,-0.6748,-0.6748
-0.6748,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,-0.6748,-0.6748,-0.6748,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,1.3252
1.3252,1.3252,1.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252
1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252
1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252
1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252
1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252
1.3252,1.3252,1.3252,1.3252,1.3252,0.3252,0.3252,0.3252,0.3252,0.3252,1.3252,1.3252,1.3252,1.3252
1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252
1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,1.3252,1.3252
1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252
1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252,1.3252
1.3252,1.3252,1.3252,1.3252,0.3252,1.3252,1.3252,1.3252,1.3252,1.3252,0.3252,0.3252,0.3252,0.3252
0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,0.3252,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748
0.3252,0.3252,0.3252,0.3252,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-1.6748,-1.6748,-1.6748,-1.6748
-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-0.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-3.6748,-3.6748,-3.6748,-3.6748,-3.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-3.6748,-3.6748,-3.6748,-3.6748,-3.6748,-3.6748,-3.6748,-3.6748,-3.6748,-3.6748,-3.6748,-3.6748,-3.6748,-3.6748
-3.6748,-3.6748,-3.6748,-3.6748,-3.6748,-3.6748,-3.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-1.6748,-1.6748,-2.6748,-2.6748,-3.6748
-3.6748,-3.6748,-3.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-3.6748,-3.6748,-3.6748,-3.6748,-3.6748,-3.6748,-3.6748,-3.6748,-3.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-1.6748,-1.6748,-1.6748,-1.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-3.6748,-3.6748,-3.6748,-3.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-3.6748,-3.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-3.6748,-3.6748,-3.6748,-3.6748,-3.6748,-3.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-3.6748,-3.6748,-3.6748
-3.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748,-2.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748,-1.6748
